GrantIDs	Counter
R21-CA182715	1
R21 CA182715	1
R21 GM086689	1
R21-CA155524	1
R21 CA155524	1
MOP-137058	1
MOP-126072	1
R01 HL109506	1
R01-HL127692	1
MOP-114997	1
K24HL105780	1
8P20 GM103444-07	1
K24 HL67434	1
R01 HL128099	1
R01 HL72265	1
HL109506	1
MOP-102481	1
R01 HL109004	1
MOP-102737	1
C06 RR018823	1
1P30 GM103342	1
K23 HL116652	1
R01-HL33756	1
AI-63274	1
AR-064464	1
AR-30492	1
085492	3
AR-057028	1
HL-092397	1
HD-066139	1
AR-057338	1
AR-56360	1
R01 AR056360	1
P60 AR064464	1
AR-046588	1
TR-000150	1
HL-088648	1
AR-43274	1
AR-02318	1
P01 CA180945	2
MR/L011794/1	7
AG19771	1
R03 AG050856	2
R01 AG09956	1
R00LM011384	2
C8197/A16565	10
C5047/A10692 	1
090532/Z/09Z	2
N01 CN25524	2
N01 CN25518	2
N01 CN25404	2
 C1298/A8362	1
N01 CN25514	2
U01 CA063673	5
C1298/A8780 	1
N01 CN25513	2
N01 CN75022	2
N01 CN25512	2
N01 CN25516	2
N01 CN25511	2
N01 CN25476	2
N01 CN25522	1
N01 CN25515	2
ZO1AG000949	1
R56 DK083921	1
UL1 TR001111	3
R01 HL076771	1
CS/16/1/31878	1
PG/12/85/29925	1
MR/M016560/1	2
KL2 TR001429	10
SP/14/8/31352	1
R01 CA137013	6
P50 CA180995	3
MH057314	2
MH080129	2
R00MH86049	1
MH092515	2
MH068406	2
MH0801 219	1
R01 MH068406	2
294557	3
G1001712	3
MR/M007367/1	1
Z01 CP010169-06	1
Z01 CP010178-06	2
MR/N015355/1	2
R01 DK064391	1
R01 HL085323	2
R01 DK054026	1
R01 HL088451	3
U01 HL067897	4
P50 HG004952	1
R01 HL074168	1
R01 DK071895	2
R01 HD053685	1
K08 DK090147	1
R03 DK106477	1
R01 HL085571	3
R01 DK065598	2
P01 CA155258	1
MC_UU_12011/2	12
N01HD33348	3
T32 ES007142	7
K01HL125858	1
R01 DK102001	2
R01 EY009052	3
U01 CA167552	5
U01 DA051039	6
U01 DA050989	5
R25 MH081482	5
U01 CA176726	2
U10 CA180868	9
UM1 CA164917	4
U01 CA199277	4
U01 CA179715	5
U54 CA156733	3
C8221/A19170	3
R01 CA176785	13
CRN-87521	1
U01 CA161032	4
R01 CA097396	5
UL1 TR002538	4
C1275/C22524	1
C490/A16561	3
1000143	4
U01 CA116167	11
R01 CA214545	1
P30 CA051008	3
C570/A16491	3
R01 CA116167	7
R01 CA177150	4
C1275/A11699	2
P20 GM130423	3
MR/M012190/1	7
R25 CA112486	1
IS-BRC-1215-20007	1
GPH-129344	3
Z01 ES049033	4
R01 CA192393	7
U10 CA180822	6
R01 CA140286	5
MR/M012190/1 	1
 C5047/A10692	1
EP1-120608 	1
C570/A16491 	3
C8221/A19170 	3
R01 EY022302	3
MR/K501013/1	3
107469	3
MC_UP_1605/13	1
MR/N026934/1	3
MC_PC_17114	4
107469/Z/15/Z	2
ZONMW_91815610	1
G9409531	3
G0900897	3
FS/15/81/31817	2
MC_UP_1102/19	2
087183	1
MR/S003754/1	4
169063	1
G0300665	1
G9901399	3
RE/18/4/34215	6
G9409634	3
G0100811	1
SP/17/11/32885	2
MR/M024903/1	1
NH/17/1/32725	3
U01 CA194393	6
U01 CA261339	1
U01 CA113913	1
R01 CA194393	2
P01 CA196569	15
K99 CA246063	1
U01 CA182883	7
MC_PC_13040	9
81570469	1
81620108002	1
81770381	1
81771732	1
81830016	1
81870397	1
BE2017713	1
BL2018657	1
CDF-2014-07-037	1
MR/S003126/1	3
G0300189	2
R01 ES026993	1
R01 AG061917	8
R01 AR069055	20
P20 GM109036	25
R01 MH104680	21
U19 AG055373	23
MC_PC_14089	9
RG/16/4/32218	10
MC_EX_MR/M009203/1	9
MR/M009203/1	9
81771769	1
18JCYBJC42700	1
R01 DK119268	2
R01 DK120870	2
R01 HL142003	1
R01 HL060712	4
R01 HL113315	1
U01 MH105578	2
MR/S019669/1	9
R01 HG006695	1
R01 HL131961	2
U54 HG003079	1
"""10 001 Dalmatians"" project"	1
1498	3
R00 ES022986	2
R01 ES007821	2
R01 ES013744	2
R24 ES028522	1
R01 ES014930	2
R01 ES015533	1
P42 ES016454	2
K99 ES022986	1
T42 OH008416	2
T37 TW000041	5
ZIA HG200362	6
 076467/Z/05/Z	1
08426812/Z/07/Z	1
PPOC-14-028	1
MR/K501335/1	7
R01 DK108159	2
R01 HL098280	2
R01 HL081572	2
K08 DK090142	2
U24 DK066116	1
R21 DK098531	1
U01 HG008664	8
U01 HG008680	9
U54 DK104309	1
R21 DK119802	1
R01 HL123333	1
R01 HL138139	2
K99 HL150233	1
R01 AI132476	4
MR/S004130/1	5
D43 TW009107	8
R01 MH107354	11
NRF2018R1D1A1B07049223	5
01ZX1306D	1
01ZX1510	1
01ZX1306A	1
T32 HD049311	1
K99 HL130580	8
KL2 TR001109	8
R00 HL130580	8
L60 MD008384	1
L30 HG009840	5
U01 AI090905	1
R01 GM047845	1
KL2 TR000421	2
U01 HG007397	8
T32 AG049663	2
K07 CA188142	2
T32 CA112355	2
R01 CA201358	3
R01 DK106621	8
P30 DK034933	2
R01 DK107904	8
KL2 TR001100	2
T32 HL007734	7
UL1TR002489	1
R01 AG056479	1
R01 HL118255	1
R01 MD011680	1
09/144/09	4
G0800637	5
U01 AA018389	1
P60MD006902	2
R01MD010443	1
K12 GM081266	5
R01HL117004	1
X01HL134589	2
R56MD013312	1
R01HL128439	1
R01HL135156-S1	1
R01HL141845	1
R01HL135156	1
R01HL141992	1
2016001360008	1
R01 HL128550	2
MC_UU_00011/2	6
MR/P023576/2	4
K01 HL136884	7
K01 HL130625	3
K23 DK119584	2
MR/T031816/1	1
P30 CA177558	5
HHSN261201300011I	1
Z01 BC005480-23	1
HHSN261201300011C	1
U01 MH101720	1
U01 HL098123	3
T32 GM007491	1
U01 HL131003	2
U01 HL098147	3
U01 HL098163	3
UL1 TR000003	4
R21 HD060309	1
R01 HD042974	1
R21 HL118637	1
U54 HG006504	3
U01 HL098162	3
R01 MH059030	1
U01 HL098166	2
M01 RR000240	3
U01 HL098153	3
U01 HL098188	3
ES000002	1
82041024	1
R01HL060710	2
R56HL134356	1
P01 HL126609	2
MC_PC_19009	32
LSHB-CT-2006-018996	1
LSH-2004-1.2.5-1	1
835079	1
615603	2
865356	1
U01 HG004802	7
HHSN263201500003I	4
P50 ES015915	4
I01 CX001734	1
P30 DA046345	1
81973142	1
CA209414	1
R35 CA197695	1
R01 CA234490	1
U01 GM097119	1
No. 81660013 and No.81860015	1
No. ZDYF2018116	1
G1100377	1
R01 DK083927	2
T32 DK065517	1
ZIA NS003154	8
U54 NS100693	5
U54 NS110435	2
HHSN268201000021C	3
HHSN268201000001I	3
U01 AG060908	3
MC_UU_00011/5	9
C18281/A191169	1
MR/S03532X/1	1
BB/S020845/1	1
MR/R0245065/1	1
U54 EB020406	1
001	8
099313/B/12/A	2
2017YFC0907305	1
2017YFC0907300	1
2019YJ0035	1
R01 HL134320	2
R01 CA091912	2
R01 DA031815	1
P01 AG009466	1
R01 DK126666	1
T32 MH017119	5
19H04028	1
ETF9255	1
MR/S02638X/1	1
MR/L016311/1	7
KFO241 BI 576 15-1	1
FOR2107 KI588/14-2	1
FOR2107 KI588/14-1	1
FOR2107 JA-1890/7-1	1
FOR2108 JA-1890/7-2	1
FOR2107 DA1151/5-1	1
FA241/16-1	1
SCHU1603/4-1	1
SCHU1603/5-1	1
SCHU1603/7-1	1
KFO241 BI576 15-1	1
25015	1
01ZX1614K	1
01EE1404H	1
R01 CA248288	1
R01 CA095023	3
K07 CA080668	4
MC_UU_00007/2	1
MR/P020941/1	9
20771	5
MR/R502182/1	1
R01 AR075356	1
MR/L019027/1	3
NIHR-CS-012-016	3
R01 AR070148	3
MR/N011775/1	4
P30 DK079328	1
WT092830M	4
G1001357	8
WT102215/2/13/2	3
MC_UU_00011/4	10
R01 HL145025	1
K99 DK127196	3
UM1 DK105554	2
U24 HG011453	1
K24 HL157960	4
18-0700	1
2019-01441	1
191203	1
500395	1
GM099143	1
U-01 GM61373	1
M01-RR00750	1
R21 CA251343	1
5T32-GM08425	1
5T32CA083654	1
M01-RR000042	1
N003173	1
MR/J002720/1	2
U01 DE017593	1
G0800629	2
R01 AR065953	1
MC_PC_15047	1
ALCHALABI-TALBOT/APR14/926-794	3
SHAW/APR15/970-797	2
U54 GM133807	2
R01 DE012242	1
U54 MD007587	6
R01 DE011931	6
R56 DE027055	1
R00 DE024571	2
S21 MD001830	4
R01 DD000295	6
214205/Z/18/Z	2
MC_EX_MR/L016273/1	3
MR/R0265051/1	2
K23 DK115897	2
SP/13/2/30111	7
MR/R023484/1	13
MR/L01632X/1	14
216767	1
220857	1
R01 MH100351	5
R01 GM104400	8
RF1 MH123163	1
S10 OD023696	3
No. 15H04872	4
No. H30-Nanji-Ippan-007/21FC1005	4
20161022049506	1
U01 DK105556	8
RC2 HL101834	3
U01 DK105554	4
RF1 AG061351	3
RC1 TW008485	3
MC_UU_1201/1	1
G1002319	7
204895/Z/16/Z	1
R01 DA032889	1
R21 DA041706	1
K01 AR073318	1
R01 OH011076	1
093885/Z/10/Z	1
215097/Z/18/Z	1
100956/Z/13/Z	2
R01 DK092179	1
MC_G1002464	1
280750/Z/17/Z	1
CH/1996001/9454	10
076113 	3
U01 HG011723	2
2016-057-IRMC and 2017-202-IRMC	1
MR/R0265051/2	1
R01 EY029770	1
R01 EY021505	1
P30 EY002162	2
U2R TW010673	1
R01 MH116844	1
R01 AI147372	1
R01 DK089312	1
HL101621-01	1
18182MFDS410	1
FO2018-0008	1
2018-01738	1
2017-01096	1
WT093205 MA	1
WT104033AIA	1
204809/Z/16/Z	1
MR/M004422/1	8
U01HL137181	1
R01HL091357	1
15SDG25760020	1
U01HL072524	1
T32HL007457	2
R01HL104135	1
R01 HL151283	1
R01 HL142711	7
K23 EY032634	1
R01 HL148050	4
R56 DK104806	5
MR/R026505/1	3
212946/Z/18/Z	3
MC_PC_14135	6
K01 HL125751	4
U01 DK061254	2
R01 HL113323	3
R01 AG046949	3
U01 DK085524	6
R01 AG057909	2
K01 DK107836	2
R01 DK098032	7
R01 DK114504	1
U01 DK061242	2
U01 DK061212	2
M01 RR014467	2
F32 DK117558	1
U01 DK061230	2
RC2 DK088389	4
P30 DK057521	2
UL1 TR002345	7
M01 RR000125	2
U01 DK061239	2
R01 CA204974	2
R01 MH092515	5
R21 MH083138	1
R01 HG008157	1
R01 HL111656	1
U54 AI110398	1
R01 MH086135	1
K01 DA037914	11
R01 MH110434	1
R01 MH065571	3
R01 MH094398	1
R01 MH065558	3
R01 MH094320	2
R01 MH065554	3
R01 MH065578	3
R01 MH065562	2
R01 MH065588	2
R01 MH065707	3
SEST 2006 040-01	1
PRSP 2010 012-001	1
REFS Nu2006-22	1
K01 AA023321	2
R21 AA022870	1
S10 OD023680	9
P01 ES022845	4
P50 CA180905	1
MR/K020919/1	2
FS/18/52/33808	1
PG/11/116/29288	1
R01 HL136603	1
R01 HL141387	1
R24 HL105333	1
U01 HG008666	11
SP/12/12/29836	3
RG/13/4/30107	1
FS/13/48/30453	1
MC_PC_14127	2
MR/M00533X/1	6
MR/S034919/1	1
K12 DK094721	2
R37 DK034818	2
R01 DK034818	2
MC_PC_15025	6
R01 DK105154	5
R00 HL122515	5
12-0023	1
R01 NS099068	1
R01 GM055479	1
093831	1
106130	6
R01 HD091527	2
R01 DK103246	6
P30 AR070549	7
Dnr 2011-3372	1
K23 DE026804	1
2015-02597	1
U01 DE025046	2
4.1-2016-00416	1
MOP 142192	1
R01 MH085801	3
HHSN268201000007C	1
U01 CA076293	1
 084726/Z/08/Z	1
MC_UU_12012/5	4
 104036/Z/14/Z	2
MR/N015746/1	13
MR/K007017/1	6
R01 AG048642	1
RF1 AG054548	1
R01 HL110955	1
I01 BX003360	4
CA62006	1
CA098122, and CA134958	1
P50 CA97274	4
NIH R01CA134674	1
R01 CA098122	5
U01 CA195568	1
P30 CA42014	3
R01CA201407	2
5R01 CA69669-02	3
075491/Z/04/Z, and 068545/Z/02	1
NO1-CO-12400	1
P30 CA086862	9
CA149445	3
R01CA134674	1
R01 CA92153	2
R01 ES016813	2
K08CA134919	2
CA186107	2
R01 CA129539	5
R03 CA150037	2
RR024992 and K23N/S048869	1
R37HL039693	3
R01 CA201407	7
P01CA196569	2
CIBERESP	1
HHSN268201100004C, and HHSN271201100004C	1
5P30CA014089	1
R37 HL039693	4
CA97274	2
P50 CA097274	11
RC2 AG036495	24
R01 CA200703	2
R01 CA149445	7
R01CA206019	1
P20 GM103472	3
R01 MH094524	3
UL1 TR000153	4
K01 MH099431	1
U24 RR025736	3
D43 TW009087	2
R01 DA037974	3
R01 MH101519	3
TL1 TR000432	2
F31 AI118375	1
R01 GM118652	1
R01 CA160669	3
R00 CA218681	1
K99 CA218681	1
R01 CA200854	1
N01 CN025403	3
R01 CA142081	2
K00 CA212222	1
R44-HG006981	1
John R. Shaffer	1
R01 NS103924	3
K23 NS086873	3
R03 DE024264	4
UM1 CA182934	6
K07 CA222159	1
81870915	1
91849126	1
No.2018SHZDZX01	1
203553/Z/16/Z	4
I01 BX003340	8
R03 AG050930	1
R01 HL131977	1
R01 HL138306	1
R01 NR013520	1
I01 BX002641	3
R35 GM127063	1
S40024	1
ZIA MH002930-06	1
R01 DK094987	2
R01 DK098135	2
MR/N003403/1	1
PG/06/094/21278	1
R01 EY016514	3
MR/N004566/1	1
R01 EY015298	1
R01 EY016835	2
R01 EY027421	1
K08 EY027850	1
U54 HD090255	2
MR/M501633/2	5
20011	1
18387 	1
RP-PG-0407-10314	2
G1001516	1
G0902393	2
05/40/04	2
MR/K015346/1	2
36661 	1
19739 	1
18475 	1
U01-HG04424	2
R01HL085251	1
R01HL130114	1
R01 AI121351	2
R44 AA027675	2
R01 HL118305	12
MC_UU_12015/7	2
R01 AG055406	6
MC_UP_1605/7	5
P20 GM121334	4
UL1 TR002369	13
S10 OD016290	2
G0500997	2
MR/J50001X/1	2
L60 MD012145	1
2017R1A6A3A11033784	1
2017R1C1B3007144	1
R01 DK103729	2
R01 HL133786	9
R01 AG042568	10
R56 AG042568	4
K22 CA193860	1
P30 CA006516	1
R01 HD060530	3
F30 DA037665	2
K24 HL133373	2
RES 13-457	2
K08 HL116640	2
UL1 TR001102	1
R00 DE024194	1
NIHR-RP-R3-12-026	5
MC_UU_00008/7	3
MC_UU_12010/7	3
MR/J00314X/1	2
4.1.13.007	1
R01HS021747	1
U01DK062413	1
U01AI067068	1
T32 DK094775	2
R01 HL136528	4
DP5 OD029586	2
MR/M012816/1	1
R01 HL146500	3
R01 DK103794	2
R01 HL109031	2
R01 DA025888	3
P50 DA019706	6
R01 AG042633	1
P30 AG049638	3
U01 HG009379	5
P30 CA047904	5
R01 CA090731	4
P30 CA014236	1
R01 DE022891	3
R01 CA131324	2
RP-PG-0606-1062	1
R21 AI139021	2
R34 AI136815	1
KL2 TR002379	1
KL2 TR000136	2
R01 MH116527	5
R01 GM070335	2
R01 MH086633	6
R01 HD057450	2
R01 HD057223	3
R01 HD085227	2
U10 HD038992	2
P50 HD044405	3
S06 GM008107	1
U01 HG006380	15
NIH R01 HL074730	1
U01GM074492-05S109	1
U01-GM074492	1
U01 HG006385	14
1 KL2 TR001429	1
U01HG006378	3
T32 HL083810	2
NRF2016R1A2B1012908	1
1520210	1
1720270	1
2018-019	1
RG/19/4/34452	1
SP/13/6/30554	3
MR/K000608/1	2
102433/Z/13/Z	1
MC_UP_1501/2	1
101876/Z/13/Z	1
MC_UU_00015/8	1
MR/K002767/1	1
096919/Z/11/Z	1
MC_UU_00015/9	1
MC_UU_12013/8	4
U01 DE017018	4
 MR/N01104X/1	1
R01 AG037985	6
P 29018	1
MR/M013111/1	10
R56 AG058854	3
R01 NS062059	6
MR/N027558/1	8
R01 AG022381	7
R01 AG050595	5
R01 AG059874	4
R01 AG059716	4
K23 AG062750	2
L30 AG048601	1
K24 AG046373	2
R01 AG034962	3
R01 AG057914	1
R01 AG063689	3
R01 AG056534	3
R01 AG054047	3
P30 AG062715	6
K01 AG049164	5
K01 AG051718	2
R01 NS100980	3
R13 AG030995	1
R01 DK108805	4
U54 DK083912	3
R01 NS100178	7
R01 NS114045	5
R01 MH099134	1
R01 MH123489	1
R01 MH122412	1
K12 CA139160-01A1	1
U01 GM61393-12	1
NA	6
ECF181430	1
R24 HD042854	3
R01 HD041702	3
R21 HD085556	1
R03 HD096136	1
R01 HD086013	1
P2C HD042854	1
U54 TR001012	1
R01 HD098232	1
105022/Z/14/Z	2
G0500300	3
MR/S003711/2	4
75N91019D00024	1
MR/S003711/1	4
WT090132	1
HHSN268201800006I	4
MR/S015132/1	9
 MR/M013111/1	1
HHSN268201800003I	4
HHSN268201800005I	4
HHSN268201800007I	4
Z01 HL004607	2
UH2 NS100605	3
HHSN268201800004I	4
31501026 and 31771417	1
R01 MH118695	7
31571291	4
R01 AR069055, U19 AG055373, R01 MH104680, R01 AR059781 and P20 GM109036	1
K23 HL127704	3
TL1 TR002380	1
R01 HL125863	2
R01 HL128300	2
R01 HL126827	2
R01 HL113147	1
R01 HL142856	2
R01 HL148239	2
K24 HL107643	2
R21 HL135230	2
FS/14/76/30933	4
R01 HL147187	1
R01 HL150359	1
R01 MD010358	1
R01 HL144651	1
R00 HL138193	1
R01 HL135920	2
R01 HL133169	3
R01 HL147883	1
R01 HL148110	1
R01 ES025786	4
2017SGR444	1
2017SGR702	1
2017SGR880	1
PT17/0009/0020	1
BFU2016-77961-P	1
PGC2018-101927-B-I00	1
CEX2018-000792-M	1
R01 CA216354	2
R01 HD043341	1
R01 AG060054	1
RF1 AG063481	1
R01 EB022574	3
MC_U147574232	1
R01 DK099222	1
U01 HG008679	9
U01 AI130830	2
U01 HG008684	9
T32 AR007534	1
U01 HG008657	16
U01 HG008701	12
T32 HG010464	3
T32 GM070449	1
R01 DK040344	1
P50 CA168505	3
K24 AG042765	1
MC_UU_00011/3	3
MR/S003886/1	4
DK093757	3
2014105	4
R15 HG009569	6
T32 HG000046	2
K07 CA187546	3
MC_UU_12023/28	2
C1094/A18504	1
C147/A25254	1
R01 GM114434	1
HHSN261201500043C	1
171	5
MC_PC_17214	4
R21 MH104831	1
R01 MH092793	2
R21 MH115397	2
R01 NS094388	2
R01 NS066927	1
R01 NS075764	2
KL2 TR002737	2
R01 NS043174	2
U54 NS065712	2
R01NS43174	1
U54 HD090256	2
R01 NS075269	2
R01 MH101814	8
106310	1
U01 AG023712	6
U01 AG023744	5
R21 AG056630	1
UH2 AG064704	2
L30 MH104879	4
R01 DA021550	2
U01 AI031834	5
R01 HD041224	2
R01 AI148049	1
U01 AI131314	2
U01 AI034989	5
U01 AI034993	5
R01 DA016159	2
U01 AI034994	5
U01 AI035004	5
U01 HD032632	5
U01 AI042590	5
21348	1
KL2 TR003168	2
R01 HL125432	1
K12 HL119997	3
P30 DK054759	3
RG/17/1/32663	1
R01 HL133728	1
UL1 TR000109	1
MR/N024842/1	5
R33 HL120770	5
R01 HL111024	5
K01 HL129039	3
T32 HL007085	3
MR/S003762/1	4
R01 HL140074	3
U01 HL153009	1
R01 GM109145	1
U01 HG008676	7
R01 HL146588	1
K01 HL124045	1
8875	2
T32 HL007567	6
12-1087	5
MC_UU_00007/1	6
MOP229488	1
MSH95330	1
MC_UU_12015/4	2
MC_UU_12015/3	3
T32 AG023480	4
R01 EY027129	1
R21 EY018149	1
K01 AI130409	1
U01 AI058013	3
U19 AI070119	4
UM2 AI117870	2
U01 DK048412	3
U01 DK048375	3
P60 DK020593	1
R01 DA006227	8
R01 MH101819	6
R01 DA033684	5
U01 DK048339	2
R01 MH101822	7
U01 DK048437	3
U01 DK048407	3
R01 MH101782	6
U01 DK048413	3
R01 MH101810	7
R01 DK072041	2
U2C DK059637	1
R01 MH090936	6
U01 DK048397	3
U01 DK048381	3
U01 DK048485	3
U01 DK048443	3
P30 DK020593	1
U01 DK048380	3
U01 DK048400	4
R01 MH090951	6
MR/L02036X/1	3
R01 MH101825	6
R01 MH090948	6
R01 MH090941	7
U01 DK048404	3
U01 DK048489	3
HHSN268201000029C	10
U24 DK059637	1
UL1 TR003167	1
MOP 117978	1
 MOP 258916	1
R01 DK044003	2
U19 AG063893	2
R24 NS092988	1
K08 MH068540	1
UG3 DA047685	1
R01 MH116948	1
R01 AG022982	1
R01 AG018386	2
R01 DA033369	8
MRF_MRF-058-0004-RG-DESRI	2
K08 AG047903	1
I01 CX000497	1
R01 MH111671	2
P30 AG062429	3
MR/R00465X/1	3
R01 MH116147	3
R01 MH085772	4
R01 AG018384	1
T32 AG058507	2
R01 DA031579	4
R01 DA025109	3
R01 DA027680	1
R01 MH117601	4
R00 MH102357	3
U01 MH108148	1
T32 MH067533	1
R01 EB000840	1
R00 DA023549	4
P50 MH103222	1
R03 AG046413	1
R01 MH112180	1
R01 NS073134	1
R01 HD061414	1
S10 RR023043	1
MR/S020306/1	2
R01 MH118349	3
R01 MH085646	1
MRF_MRF-058-0009-RG-DESR-C0759	1
S10 RR023401	1
R01 NS042867	1
RF1 AG051710	2
R01 CA227237	1
R03 DE025665	2
R21 HG007687	1
R03 CA219779	1
K23 CA211793	1
R01 HL089590	3
HHSN261201800032C	1
HHSN261201800009C	1
R01 CA230712	1
HHSN261201800015I	1
HHSN261201800032I	1
HHSN261201800015C	1
NU58DP006344	1
R01 CA207360	3
R01 CA163687	1
HHSN261201800009I	1
R01 DK104339	2
R01 GM113657	3
R35 GM134957	2
203477/Z/16/Z	1
I01 CX000934	1
P30ES000002	2
I01CX000934-01A1	1
TMH109787	2
R03 MH109787	1
DA020830	2
R33 HL120791	1
U01 AI097073	1
R01 MH097849	1
R56 MH097849	1
U01 MH111661	1
T32 ES007141	1
P30 ES019776	2
WT084766/Z/08/Z, (awards 076113 and 085475)	1
MC_UU-00011/2	1
098497/Z/12/Z	2
MRC_MC_UU_12012/5	2
MC_UU_00014/1	1
FDN 167273	1
R01 MH108578	1
MR/S025502/1	1
RP-2016-07-019	1
202747/Z/16/Z	3
MR/L006340/1	2
MC_UU_00016/15	1
MC_UU_12009/16	2
FS/18/53/33863	1
CH/1992001/6764	1
MR/S001190/1	1
MR/K02342X/1	1
104807	1
MR/L006197/1	1
201250	1
MR/S021329/1	1
G84/6443	1
T32 GM065841	3
R01 AG049789	8
R01 MH079800	5
K01 MH098126	3
PL1 MH083271	3
PL1 NS062410	3
K23 MH077807	4
R01 MH080912	4
RL1 MH083269	3
UL1 DE019580	4
UL1 RR031990	3
R03 AG045633	1
RL1 DA024853	3
MC_UU_00002/10	2
Tumores Infantiles	1
Project SEV-2011-0191	1
1HL092550	1
HL20948,	1
UL1TR001105	1
DK090066	1
R01 DK090066	1
P01 HL020948	2
UL1 TR001105	1
2014-00371	1
PUT 1665	1
31003A_169929	1
2017-02543	1
PhD Training Fellowship for Clinicians	1
51RTP0_151019	1
DTP in Precision Medicine MR/N013166/1,HGU QTL in health and disease	1
R01 DK085212	1
BRC-1215-20003	1
K01 ES026835	1
U24 NS107230	1
R01 HL138423	2
L60 MD013112	1
R56 HL136210	1
MOP‐86727	1
U54 CA156735	1
U54 MD012393	1
S10 OD025170	1
R01HL98077	2
R01 HL098077	3
R01 CA207371	5
R21 CA191312	4
K07 CA190673	3
R01 AG041851	2
C06 RR018898	2
R01 AG056366	2
R01 AG034676	2
R01 AG011378	2
RF1 AG055151	2
R01 NS097495	2
R37 AG011378	2
R21 ES024707	1
R01 ES022282	1
R01 HL144790	1
R21 AI109059	1
K01 HL130629	3
R01 HL123915	3
R01 HL155742	1
R01 HL141826	3
R01 HD085993	3
K01 HL146980	2
R01 AA027486	3
R01 MH124871	5
R01 CA54281	1
R01CA185623	1
R01 CA185623	1
KL2TR001109	1
R25 5R25GM089569	1
R25 GM089569	1
P50 CA58223	1
AA/18/7/34219	1
NF-0616-10102	1
R01 HD058008	1
RG/99006	1
MR/P014054/1	1
MR/S009310/1	1
MC_UU_12013/2	10
R01 NS096212	1
R01 AI059829	1
P01 AG036694	1
R35 NS111644	1
RC2 GM093080	2
R01 NS088155	2
Centre for Cardiovascular	1
Metabolic Disease Research [CARDIOMED] project [Grant No: BSC0122-(12)]	1
BIOCHILD	1
PURSE II CDST/SR/PURSE PHASE II/11	1
M01 RR000400	2
R01 HL113029	2
R01 HL079611	2
R01 DK051975	1
R01 HL061753	2
16K14920	2
R01 AG057522	2
R56 AG062302	1
RF1 AG057895	1
UL1 TR002494	1
R01 HL137922	1
U24 HG010615	1
KL2 TR001874	1
P30 AR070155	3
R21 AG059941	2
RF1 AG059869	1
U19 AG033655	2
RF1 AG027161	3
R01 AG034570	1
R01AR059781	2
2016YFE0119100	1
R01MH107354	3
2017JZ024	1
81673112	1
D43TW009107	2
81472925	1
R01MH104680	2
R01GM109068	3
K12 HD065987	2
2017M3A9E8033223	1
MR/M024784/1	1
R01 AG018454	1
P30 AG053760	6
R01 AG054060	4
U01 AG032438	2
MC_PC_18025	1
203249/Z/16/Z	3
MC_UU_00024/9	2
MC_PC_14095	2
P30 AG017266	7
MR/N026004/1	6
G0900421	1
U54 CA118948	1
R01 CA186646	1
R01 CA107476	1
R21 CA155951	1
R01 CA235026	1
R01 CA168762	1
P50 CA186781	1
R25 CA047888	1
R01 CA209798	1
R01 CA114421	1
R01 MH115958	2
R01 MH115961	2
G1100449	3
PG/14/26/30509	3
F31 HG009850	3
Fondecyt Iniciacion #11150022	1
K24 HL148521	3
PG/20/18/35058	1
PG/17/59/33139	1
K01 HL128791	1
R21 NS104398	3
R01 MH118281	2
R56 AG061163	1
R01 HG008773	2
R01ES029917-02	1
R01 ES029917	1
MR/M003191/1	1
P30 CA045508	1
K01 NR017852	1
MRF_MRF-058-0002-RG-MARS	1
MR/R004889/1	1
GR067797MA	1
208806/Z/17/Z	5
HHSN268201000031C	3
K12 DE022793	2
P01 NS045685	2
HHSN261201300005I	2
HHSN261201300004I	2
R01 DK080720	1
R01 HL108427	4
U01 CA182876	2
R01 TW006207	1
AG048642	1
AG052409	1
PMI, EXC2167	2
G0601354	1
G0801414	1
G0600580	1
206274/Z/17/Z	2
G0802318	1
R21 DK112087	2
81471364	1
81771446	1
R01 HL088530	1
R01 HD033487	1
R01 HL142825	6
U19 AI111224	3
U01 HG009088	1
R35 GM119703	1
HTA/10/33/04	2
R01 AR063702	2
20000	6
R21 AR060981	2
R01 AR070879	1
10/33/04	2
R01 AR072199	5
21231	2
R01 HL116742	2
F31 HL132560	1
UG1 CA189867	7
P30 CA023100	1
C12292/A20861	1
R01 HL105502	1
T32 HL066987	1
U54 DK110805	3
MC-PC-13049	1
P51 OD011092	2
K23 HD097296	1
202922/Z/16/Z	2
MC-PC-14135	2
088158/Z/09/Z	2
104085/Z/14/Z	2
R24 HD102061	1
T32 DK007169	1
TL1 TR002388	1
R01 MH121433	1
R00MH113823	1
605259	1
R01 MH120125	2
P50 HD103573	3
DP2 GM114829	1
T32 GM007185	1
DP2MH122403	1
T32 NS007431	2
U24 DK065176	2
U01 DK083027	3
U01 DK083020	3
U01 DK100928	3
U01 DK083023	3
UL1 TR001855	2
UL1 TR002240	1
U01 DK082992	3
R01 HG010171	2
R01 AG057777	3
R01 AG015801	1
RF1AG053303	1
R01AG05777	1
R01AG044546	1
P01AG003991	1
P30 AG066444	4
U01 AG058922	3
U01 AG052411	2
RF1 AG058501	3
R01AG058501	1
U01AG052411	1
R01AG042437	1
U01AG058922	1
108890/Z/15/Z	2
MR/M01311/1	2
203771/Z/16/Z	1
1940520-1	1
M01 RR000059	1
R56 DE012101	2
UL1 RR024979	3
3000-3031-405:2017-NI72001-00	1
