PUBMEDID	Acronym	Agency	Country	GrantID
30068317	HL;ES;DK	NHLBI NIH HHS;NIEHS NIH HHS;NIDDK NIH HHS	United States	R01 HL130883;HHSN268200900017C;HHSN268200900013C;K08 HL118128;P30 ES005605;HHSN268200900018C;P30 ES006694;HHSN268200900014C;HHSN268200900020C;K24 HL137013;HHSN268200900016C;HHSN268200900019C;U01 HL137880;HHSN268200900015C;P30 DK054759;K23 HL130627
30273415	WT_;VAC_;MRC_	Wellcome Trust;Versus Arthritis;Medical Research Council	United Kingdom	Missing ID;20771;MR/P020941/1
30079052	Missing Acronym	Missing Agency	Missing Country	Missing ID
30102696	DK;TR	NIDDK NIH HHS;NCATS NIH HHS	United States	U01 DK062481;U01 DK062456;U01 DK103140;R01 DK090045;UL1 TR002319
30285260	Missing Acronym	Missing Agency	Missing Country	Missing ID
30108155	Missing Acronym	Missing Agency	Missing Country	Missing ID
30287806	Missing Acronym	Missing Agency	Missing Country	Missing ID
30054458	GM;ES;MH;AG	NIGMS NIH HHS;NIEHS NIH HHS;NIMH NIH HHS;NIA NIH HHS	United States	P01 GM099568;R21 ES025052;R01 GM075091;R01 MH100141;R01 AG042568
30199657	NS;HG;HL;ES;DK;AG;NH;WH	NINDS NIH HHS;NHGRI NIH HHS;NHLBI NIH HHS;NIEHS NIH HHS;NIDDK NIH HHS;NIA NIH HHS;WHI NIH HHS	United States	UH3 NS100605;R01 NS017950;U01 HG004726;R01 HL105756;Z01 ES043012;P30 DK056350;P30 AG010129;K23 HL130627;HHSN263201500003I;R01 AG054076;U01 HL130114;HHSN268200900009C
30305239	Missing Acronym	Missing Agency	Missing Country	Missing ID
30196971	TR;HL;HG;GM;HD;AG	NCATS NIH HHS;NHLBI NIH HHS;NHGRI NIH HHS;NIGMS NIH HHS;NICHD NIH HHS;NIA NIH HHS	United States	UL1 TR000445;HHSN268201300026C;U01 HG004446;T32 GM080178;R03 HD078567;HHSN268201300025C;HHSN268201300027C;HHSN268200900041C;R01 HD074711;N01HC65226;TL1 TR000447;UL1 TR002243;HHSN268201300029C;R01 HD093671;HHSN268201300028C;U01 HG004729
30270018	AG;GM;MH;EB;AR	NIA NIH HHS;NIGMS NIH HHS;NIMH NIH HHS;NIBIB NIH HHS;NIAMS NIH HHS	United States	U19 AG055373;P20 GM109036;R01 MH104680;R01 EB020407;R01 EB006841;R01 AR069055
30201328	NS;AG;MRC_;MD	NINDS NIH HHS;NIA NIH HHS;Medical Research Council;NIMHD NIH HHS	United States;United Kingdom	R01 NS091329;U01 AG032984;MR/M009076/1;R01 AG017917;MR/K013041/1;P30 AG010161;U01 AG046139;MR/L023784/2;G0902227;MR/L023784/1;L32 MD009205;G0600237;R01 AG032990;G0300429;R01 NS080820;MR/L501517/1;R01 AG015819
30277654	Missing Acronym;Missing Acronym	Ministry of Health, Labour, and Welfare Science Research Grant	International	H21-Cancer-011;H26-Cancer-060
30103242	HL	NHLBI NIH HHS	United States	R21 HL109971;R01 HL075273;R01 HL096978;R01 HL095987;RC2 HL101621;R01 HL092071;R21 HL108280;R56 HL126891
32999390	MRC_;AR	Medical Research Council;NIAMS NIH HHS	United Kingdom;United States	MC_QA137853;R01 AR072199;MC_UU_12015/2;MC_PC_17228;MC_UU_00006/2
30046033	HL;MRC_;HD	NHLBI NIH HHS;Medical Research Council;NICHD NIH HHS	United States;United Kingdom	R01 HL139731;U01 HL130114;U01 HL120393;R01 HL111314;MC_UU_00007/10;P2C HD050924;K23 HL114724;R01 HL116747;R01 HL090620;R01 HL105756
23830517	GM;AR;TR;AI;RR	NIGMS NIH HHS;NIAMS NIH HHS;NCATS NIH HHS;NIAID NIH HHS;NCRR NIH HHS	United States	P30 GM103510;U01 AR051874;AR053483;UL1 TR000439;AI08714;U01 AR51874 04;U54 AR057319;U54AR057319;P30 AR053483;U54 RR019497;AI101914
32778093	HD;HL	NICHD NIH HHS;NHLBI NIH HHS	United States	R01 HD093612;R01 HL126969
30120083	MRC_;WT_	Medical Research Council;Wellcome Trust	United Kingdom	MC_PC_17228;MR/S003061/1;MR/R024774/1;Missing ID;MC_QA137853;MR/K026992/1
30099483	Missing Acronym	Missing Agency	Missing Country	Missing ID
30206230	Missing Acronym;Missing Acronym;Missing Acronym	U.S. Department of Health &amp; Human Services | NIH | National Institute of Dental and Craniofacial Research (NIDCR)	International	R01DE023836;T90DE02198;F32 DE026688
30104761	LM;HG;HD;HL;MRC_;OD	NLM NIH HHS;NHGRI NIH HHS;NICHD NIH HHS;NHLBI NIH HHS;Medical Research Council	United States;United Kingdom	R01 LM010685;T32 HG000040;U54 HD083211;R01 HL133786;MC_PC_17228;MC_QA137853;U2C OD023196;R01 HG008773;R35 HL135824
30111768	MRC_;BHF_;ERC_;HL	Medical Research Council;British Heart Foundation;European Research Council;NHLBI NIH HHS	United Kingdom;International;United States	G0800270;RG/13/13/30194;MR/L003120/1;268834;K99 HL136875
30281874	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	Japan Agency for Medical Research and Development;Ministry of Health, Labour and Welfare;Grant-in-Aid for Cancer Research;National Cancer Research and Development Fund;Japan Society for the Promotion of Science;Ministry of Education, Culture, Sports, Science and Technology		Missing ID;Missing ID;Missing ID;Missing ID;15K08792;25293168;16H06277;17015018;221S0001
31231134	CRUK_;CA	Cancer Research UK;NCI NIH HHS	United Kingdom;United States	10124;24390;R01 CA170298;U01 CA155309
24629169	Missing Acronym	Missing Agency	Missing Country	Missing ID
30926877	Missing Acronym	Missing Agency	Missing Country	Missing ID
29622589	AG;HL;RR;TR;HG	NIA NIH HHS;NHLBI NIH HHS;NCRR NIH HHS;NCATS NIH HHS;NHGRI NIH HHS	United States	R01 AG023629;U01 HL080295;N01HC85082;UL1 RR025005;HHSN268201700002I;HHSN268201700003I;R01 HL087652;HHSN268200800007C;N01HC85081;R01 HL116747;N01HC85080;UL1 TR000124;R01 HL120393;HHSN268201200036C;R01 HL103612;U01 HL130114;HHSN268201700001I;HHSN268201700004I;R01 HL085251;N01HC55222;R01 HL111089;N01HC85079;R01 HL118277;N01HC85083;U01 HG004402;N01HC85086;R01 HL105756;HHSN268201700005I
31846791	Missing Acronym	Missing Agency	Missing Country	Missing ID
30343302	Missing Acronym	Missing Agency	Missing Country	Missing ID
29603866	Missing Acronym;MRC_	Wellcome Trust;Medical Research Council	United Kingdom	Missing ID;G1100559;G9815508;MR/M021475/1
29875475	DA;HG;MH;AA	NIDA NIH HHS;NHGRI NIH HHS;NIMH NIH HHS;NIAAA NIH HHS	United States	RC2 DA028909;U01 HG004438;R01 DA012690;R01 DA012849;R01 DA018432;HHSN268200782096C;T32 MH014276;R01 AA011330;R01 AA017535;R01 MH108665
29594489	Missing Acronym;Missing Acronym	National Institutes of Health;Translation research Institute at UAMS		5 RC2NR011945;#1UL1RR029884
30363675	Missing Acronym	Missing Agency	Missing Country	Missing ID
30102679	Missing Acronym	Missing Agency	Missing Country	Missing ID
29626450	MRC_;DK;Missing Acronym	Medical Research Council;NIDDK NIH HHS;Wellcome Trust	United Kingdom;United States	MC_PC_17228;R01 DK048351;P30 DK041301;P50 DK064539;Missing ID;MC_QA137853
30353303	HL	NHLBI NIH HHS	United States	R01 HL089897;R01 HL130512;U01 HL089856;K12 HL120004;R01 HL124233;R01 HL125583;T32 HL007427;U01 HL089897;R01 HL094635
30367910	ES;AI;DK;HL;GM;MD	NIEHS NIH HHS;NIAID NIH HHS;NIDDK NIH HHS;NHLBI NIH HHS;NIGMS NIH HHS;NIMHD NIH HHS	United States	R01 ES015794;R01 AI061774;R01 DK113003;R01 AI079139;R01 HL141845;R01 HL141992;T32 GM007546;U19 AI077439;R01 HL079055;R01 HL117004;P60 MD006902;R01 DK064695;R21 ES024844;K99 HL135403;R01 HL118267;R01 MD010443
29884306	HD;Missing Acronym	NICHD NIH HHS;Intramural NIH HHS	United States	R01 HD059827;Z99 HD999999
29625478	Missing Acronym	Missing Agency	Missing Country	Missing ID
25625282	Missing Acronym;FWF_;DK;HG;MRC_;WT_;TR;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	Wellcome Trust;Austrian Science Fund FWF;NIDDK NIH HHS;NHGRI NIH HHS;Medical Research Council;NCATS NIH HHS;Intramural NIH HHS	United Kingdom;Austria;United States	098017;J 3401;R56 DK062370;U01 DK085524;R01 DK072193;T32 HG000040;R01 DK062370;G0601261;086596/Z/08/Z;WT064890;P30 DK020595;R01 DK093757;U01 DK085501;R01 DK078616;UL1 TR000430;U01 DK085545;R01 DK098032;MC_UU_12015/1;RC2 DK088389;Z01 HG000024;K24 DK080140;090532;U01 DK085526;U01 DK085584;U01 DK078616;U01 DK062370;P30 DK020572;Missing ID;095101;098381;095010/Z/10/Z
29662168	Missing Acronym;AA;MH;Missing Acronym;HD;Missing Acronym;Missing Acronym;MRC_;Missing Acronym;Missing Acronym;ERC_;Missing Acronym	Wellcome Trust;NIAAA NIH HHS;NIMH NIH HHS;NICHD NIH HHS;Medical Research Council;European Research Council	United Kingdom;United States;International	072856;R01 AA007535;R01 MH066206;RC2 MH089995;202786;R01 HD042157;R01 AA013326;079771;U24 MH068457;Missing ID;MC_UU_12013/4;099194;RC2 MH089951;105022;R01 AA014041;R01 MH081802;230374;R01 AA013321;R01 AA013320;091855
33482370	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
29654602	Missing Acronym	Missing Agency	Missing Country	Missing ID
30048462	MRC_;AG	Medical Research Council;NIA NIH HHS	United Kingdom;United States	MC_PC_17228;MC_QA137853;R01 AG025941
29617998	EY;MRC_	NEI NIH HHS;Medical Research Council	United States;United Kingdom	P30 EY001792;MC_QA137853;R01 EY022651;R01 EY027315;MC_PC_17228
30700811	WT_;CSO_;BB_;MRC_;MRF	Wellcome Trust;Chief Scientist Office;Biotechnology and Biological Sciences Research Council;Medical Research Council;MRF	United Kingdom	104036/Z/14/Z;CZD/16/6;Missing ID;MR/J000914/1;MC_PC_17209;MC_UU_00007/10;MRF_C0396;Missing ID;MR/K026992/1
30357299	HL;GM;MD;TR	NHLBI NIH HHS;NIGMS NIH HHS;NIMHD NIH HHS;NCATS NIH HHS	United States	R21 HL106097;K23 GM112014;R01 MD009217;KL2 TR002387;U54 MD010723;K23 HL089808
30289880	OD	NIH HHS	United States	U24 OD023382
29608257	CRUK_;CA;WT_;MRC_;Missing Acronym;DH_	Cancer Research UK;NCI NIH HHS;Wellcome Trust;Medical Research Council;CIHR;Department of Health	United Kingdom;United States;Canada	C1287/A10710;UM1 CA164920;068545/Z/02;WT084766/Z/08/Z;C5047/A10692;G0000934;Missing ID;U19 CA148537;C1287/A12014;C8197/A16565;P50 CA136393;10119;C12292/A11174;Missing ID;085475;C490/A10124;C5047/A8384;R01 CA128978;076113;R01 CA122443;P30 CA015083;C5047/A15007;10118;U19 CA148112;U19 CA148065;Missing ID;090532/Z/09Z;C1281/A12014
30369316	Missing Acronym	CIHR	Canada	MOP136979
30692554	Missing Acronym	Missing Agency	Missing Country	Missing ID
29981864	Missing Acronym	Missing Agency	Missing Country	Missing ID
30224653	MRC_;BHF_;HL;DK;RR;BB_;HG;CA;OD;CX;HD;CRUK_;BX;WT_	Medical Research Council;British Heart Foundation;NHLBI NIH HHS;NIDDK NIH HHS;NCRR NIH HHS;Biotechnology and Biological Sciences Research Council;NHGRI NIH HHS;NCI NIH HHS;CSRD VA;NICHD NIH HHS;Cancer Research UK;BLRD VA;Wellcome Trust	United Kingdom;United States	MR/L003120/1;RG/13/13/30194;U01 HL130114;MC_UU_12015/1;R01 DK110113;MR/R023484/1;MR/K007017/1;R21 HL121429;M01 RR000070;U01 DK102163;BB/F019394/1;FS/12/82/29736;U01 HG007417;SP/13/2/30111;R01 HL120393;U01 HL120393;T32 CA160056;MR/N01104X/2;G1001799;MR/N003284/1;MC_PC_13040;R01 DK107786;MR/S003061/1;MR/L01341X/1;R01 DK075787;MR/M004422/1;R01 DK062370;R01 HL105756;MR/N01104X/1;MR/N015746/1;R01 DK101855;MR/S003746/1;G0401527;RG/15/12/31616;G1000143;MR/L01632X/1;S10 OD023680;U01 HL137162;I01 CX000982;MC_UU_00007/10;U01 DK062370;K12 HD043483;G0601966;14136;I01 BX003360;P30 DK020572;Missing ID
30217971	MH;ImNIH;GM;AA	NIMH NIH HHS;Intramural NIH HHS;NIGMS NIH HHS;NIAAA NIH HHS	United States	R01 MH059552;R01 MH060912;Z01 MH002810;R01 MH059567;R01 MH059545;R01 MH059586;T32 GM007337;R01 MH059588;R01 MH059553;R01 MH060068;R01 MH061675;R01 MH059556;K24 MH064197;RC2 MH089916;R01 MH059535;R01 MH059548;R01 MH067257;R01 MH060870;R01 MH059534;R01 MH059571;R01 MH059565;R01 MH059587;R01 MH059533;R01 MH059566;R01 MH061686;R01 AA022994;R01 MH060879
30921485	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	German Science Foundation;DFG;University of Lübeck	International	Missing ID;EXC 306;GRK1743;Missing ID
30910378	DK;HL	NIDDK NIH HHS;NHLBI NIH HHS	United States	P30 DK116074;R01 DK106236;R01 HL135313
30868120	Missing Acronym	Missing Agency	Missing Country	Missing ID
29695241	MRC_;Missing Acronym	Medical Research Council;Conseil Régional, Île-de-France	United Kingdom;International	MC_PC_15025;CORRDIM
31014085	MRC_;BHF_;CSO_	Medical Research Council;British Heart Foundation;Chief Scientist Office	United Kingdom	MC_UU_00007/10;FS/16/14/32023;ASM/14/1;CZD/16/6;MR/K026992/1;ASM/14/01;RE/13/1/30181; MC_PC_U127592696;G0700704
30073298	Missing Acronym	Missing Agency	Missing Country	Missing ID
29691896	HL;Missing Acronym;HC;Missing Acronym;Missing Acronym;Missing Acronym;HG;DK;RR;TR;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;AG;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;GM;Missing Acronym;Missing Acronym;Missing Acronym	NHLBI NIH HHS;MESA;GENEVA;NHGRI NIH HHS;NIDDK NIH HHS;NCRR NIH HHS;NCATS NIH HHS;GF;NIA NIH HHS;NIGMS NIH HHS	United States;International	R01 HL059367;N01HC95159;N01-HC-95167;R01HL086694;HHSN268201100012C;N01 HC095160;HHSN268201100009I;U01-HG04424;HHSN268201300026C;N01 HC095159;N01-HC-95160;N01-HC-95163;N01 HC095167;N01HC95160;U01 HG004446;R01 DK070941;HHSN268201100010C;UL1 RR025005;N01HC95163;HHSN268201100008C;UL1 TR001079;HHSN268201100005G;HHSN268201100008I;N01 HC095164;U01 DK105556;UL1-TR-000040;HHSN268201100007C;N01 HC095169;R01HL59367;DK063491;N01HC95169;N01 HC095166;HHSN268201100011I;HHSN268201100011C;R01 HL086694;HHSN268201300048C;N01-HC-95162;U01 HG004402;U01 HG004424;N01HC95164;HHSN268201300025C;U01HG004402;N01-HC-95166;N01HC95162;N01-HC-95165;N01HC95168;R01 DK087914;R01-HL-56266;HHSN268201300028C;U01 HG004729;HHSC268200782096C;P30 DK063491;HHSN268201300027C;K99 DK081350;HHSN268201100006C;N01-HC-95168;HHSN268201300049C;N01 HC095163;R01 DK066358;R01-DK-087914;U01-HG004446;HHSN268200900041C;N01 HC095165;HHSN268201100005I;U01-DK-105556;N01HC95165;R01HL087641;N01HC95161;HHSN268201300047C;HHSN268201300050C;UL1-TR-001079;N01HC65226;M01 RR007122;N01-HC-95169;N01 HC095162;N01-HC-95161;N01-HC-95159;N01HC95167;N01-HC-95164;HHSN268201100005C;R01-DK-070941;N01 HC065226;HHSN268201100009C;R01 DK053591;U01-HG004729;HHSN268201100007I;UL1 TR000040;HHSN268201300046C;P20 GM121334;N01HC95166;HHSN268201300029C;R01-DK-066358;K99-DK-081350;R01 HL087641;N01 HC095161;HHSN268200782096C;N01 HC095168;U54 GM115428;R01-DK-053591
30920136	AI;MRC_;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	NIAID NIH HHS;Medical Research Council;SFI-DfE;Northern Ireland Kidney Research Fund;National Institute of Allergy and Infectious Diseases;Irish Research Council and Punchestown Kidney Research Fund	United States;United Kingdom;International	U01 AI058013;MC_PC_15025;UM2 AI117870;MR/K500999/1;U19 AI070119;15/IA/3152;MC_PC_16018;Missing ID;5U01-AI058013;EPSPG2015;5U19-AI070119
29618737	ES;HL;DK;TR	NIEHS NIH HHS;NHLBI NIH HHS;NIDDK NIH HHS;NCATS NIH HHS	United States	P30 ES010126;R01 HL120393;U01 HL130114;U01 HL120393;R01 HL105756;P30 DK063491;R21 HL123677;UL1 TR001881;T32 HL007055
29608535	DK;EY	NIDDK NIH HHS;NEI NIH HHS	United States	K12 DK094723;U10 EY017281;U10 EY017387
30093639	CA;Missing Acronym	NCI NIH HHS;U.S. Department of Health &amp; Human Services | NIH | National Cancer Institute (NCI)	United States;International	U24 CA055727;Intramural Research Program
29596498	HL;HG;NS;ImNIH	NHLBI NIH HHS;NHGRI NIH HHS;NINDS NIH HHS;Intramural NIH HHS	United States	HHSN268201100012C;HHSN268201100009I;HHSN268201100010C;HHSN268201100008C;HHSN268201100007C;HHSN268201100011I;HHSN268201100011C;U01 HG004402;HHSN268201100006C;HHSN268201100005I;U01 NS041588;Z99 CL999999;HHSN268201100007I;HHSN268201100005G;Z01 HG200362;HHSN268201100008I;HHSN268201100009C;HHSN268201100005C
28628107	Missing Acronym	Missing Agency	Missing Country	Missing ID
31856834	Missing Acronym	Missing Agency	Missing Country	Missing ID
29124443	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	Okasan Kato Culture Promotion Foundation;Hitachi Global Foundation;Core Research for Evolutional Science and Technology;Japan Society for the Promotion of Science		Research Grant;Kurata Grant;JPMRJCR1302;17H00758;JP15H04772
31090166	DA;AG;OD;AA;HL;HD	NIDA NIH HHS;NIA NIH HHS;NIAAA NIH HHS;NHLBI NIH HHS;NICHD NIH HHS	United States	R01 DA040716;R01 AG049789;R01 DA033369;K01 DA037914;R01 AG017917;S10 OD018522;U01 AG052564;R21 DA038834;P30 AG010161;K02 AA018755;R01 AG045231;HHSN268201200008I;R01 AG015819;R01 AG061162;K02 DA032573;HHSN268201200008C;R01 DA031579;U10 AA008401;S10 OD018164;R01 HD083614
29673008	Missing Acronym;Missing Acronym	Swedish Research Council;Almirall	International	VR 2013-3862;Missing ID
31206233	Missing Acronym	Missing Agency	Missing Country	Missing ID
31049640	WT_;MRC_;DK;HG	Wellcome Trust;Medical Research Council;NIDDK NIH HHS;NHGRI NIH HHS	United Kingdom;United States	090532;203141;106130;098381;090367;G0601261;U01 DK105535;R01 DK098032;U01 DK085545;ZIA HG200362;WT206194
30361487	AG;LM	NIA NIH HHS;NLM NIH HHS	United States	P30 AG066444;R01 AG064877;R01 AG052521;RF1 AG053303;U01 AG024904;P01 AG026276;P50 AG005133;RF1 AG044546;RF1 AG025516;P30 AG066468;R01 AG041718;P01 AG025204;R01 AG044546;U24 AG021886;R03 AG054936;P01 AG003991;P50 AG005681;R37 AG025516;U19 AG024904;R01 AG030653;R01 LM012535
30737484	Missing Acronym	Missing Agency	Missing Country	Missing ID
30767168	Missing Acronym	Missing Agency	Missing Country	Missing ID
31118946	Missing Acronym	Missing Agency	Missing Country	Missing ID
29581620	Missing Acronym	Missing Agency	Missing Country	Missing ID
31213470	HL;DK;AI;AG;HG;TR	NHLBI NIH HHS;NIDDK NIH HHS;NIAID NIH HHS;NIA NIH HHS;NHGRI NIH HHS;NCATS NIH HHS	United States	HHSN268201300005C;R01 DK120870;R01 DK119268;N01HC65236;N01HC65235;N01HC65234;R01 HL102830;R01 DK073541;R01 HL140976;R01 AI085014;R01 HL060712;P30 DK020595;P60 DK020595;U01 DK085501;P50 HL105185;P01 AG023394;P30 DK063491;HHSN268200782096C;N01HC65233;K01 HL129892;P30 DK111022;N01HC65237;U54 TR000123
31089239	Missing Acronym	Missing Agency	Missing Country	Missing ID
30643251	HL;HD;AG;GM;DA;MRC_;DK;MH;DC;HG;AA;OD	NHLBI NIH HHS;NICHD NIH HHS;NIA NIH HHS;NIGMS NIH HHS;NIDA NIH HHS;Medical Research Council;NIDDK NIH HHS;NIMH NIH HHS;NIDCD NIH HHS;NHGRI NIH HHS;NIAAA NIH HHS	United States;United Kingdom	R01 HL089897;P01 HD031921;K01 HL125858;U01 AG009740;R01 GM126479;R03 HD097630;R01 DA042755;G0902144;P2C HD066613;T32 DK091317;K01 MH109765;R01 MH123619;R03 DC013373;R21 DA040177;U01 HL089897;MC_UU_00011/7;MR/K023195/1;T32 HG000040;R01 HL119443;R01 DK062370;U01 HL089856;R01 DA034076;R01 HG008983;R01 DA036583;MC_UU_12013/1;R01 DK116738;U01 DK062370;R21 AA021223;R01 DA037904;U01 DA046413;R01 AA023974;P30 DK020572;S10 OD020069
31099175	DA;AG;NH;AA;OD;MH;HL;HD	NIDA NIH HHS;NIA NIH HHS;NIAAA NIH HHS;NIMH NIH HHS;NHLBI NIH HHS;NICHD NIH HHS	United States	K02 DA032573;R01 AG049789;R01-AG049789;R01 DA033369;DA038834;K01 DA037914;K02AA018755;S10 OD018522;U01 AG052564;R21 DA038834;K02DA32573;R01-DA031579;K02 AA018755;AG045231;U01 MH109532;HHSN268201200008I;R01 DA040716;HD083614;HHSN268201200008C;R01 DA031579;U01 MH109536;R01 DA040411;R01 AG045231;U10 AA008401;S10 OD018164;R01 HD083614;K01DA037914
30504769	Missing Acronym	Missing Agency	Missing Country	Missing ID
30760885	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
31065058	Missing Acronym	Missing Agency	Missing Country	Missing ID
31015401	Missing Acronym	Missing Agency	Missing Country	Missing ID
31015462	DK;HL	NIDDK NIH HHS;NHLBI NIH HHS	United States	R01 DK108805;R01 HL127564;R35 HL135824
30694715	HL;ES;HR	NHLBI NIH HHS;NIEHS NIH HHS	United States	R01 HL113264;R01 HL089897;R25 ES011080;U01 HL089897;N01HR76107;R01 HL089856;N01HR76114;U01 HL089856;N01HR76110;P01 HL105339;R01 HL137927;N01HR76119;N01HR76105;N01 HR076115;N01HR76111;R01 HL084323;N01HR76106;N01HR76101;N01HR76112;N01HR76108;N01HR76109;N01HR76103;N01HR76113;N01HR76102;P01 HL132825;N01HR76116;N01HR76118;N01HR76104
31211820	Missing Acronym	Wellcome Trust	United Kingdom	Missing ID
29590334	Missing Acronym	Missing Agency	Missing Country	Missing ID
31116379	MRC_	Medical Research Council	United Kingdom	MR/M021475/1
31226226	CA	NCI NIH HHS	United States	P30 CA016672;U01 CA086402;R01 CA84979;U01 CA164973
31039275	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	National Research Foundation of Korea;Korea Institute of Science and Technology Information;Agency for Science, Technology and Research (A*STAR);European Union;Joshua L. and Lisa Z. Greer Endowed Chair in IBD Genetics;Korea Health Industry Development Institute	Republic of Korea	2017R1A2A1A05001119;NRF-2018R1A6A3A11043436;2018R1A5A2020732;Missing ID;Missing ID;305479;U54DE023789-01;DK062413;A120176
31575865	Missing Acronym	Missing Agency	Missing Country	Missing ID
29844224	HL;HG;RR;DK;TR;AG	NHLBI NIH HHS;NHGRI NIH HHS;NCRR NIH HHS;NIDDK NIH HHS;NCATS NIH HHS;NIA NIH HHS	United States	N01 HC065226;HHSN268201300026C;U01 HG004446;UL1 RR025005;R01 HL086694;HHSN268201300027C;HHSN268201700001I;N01HC65226;M01 RR000032;K01 DK095928;HHSN268201700003I;R01 DK089174;UL1 TR000165;T32 HL007024;P30 DK079626;U01 HG004402;U01 HG004424;HHSN268201300025C;HHSN268201300028C;U01 HG004729;HHSN268200900041C;K24 DK106414;HHSN268201700004I;UL1 TR001417;HHSN268201700002I;HHSN268201700005I;HHSN268201300029C;R01 HL087641
